sentence	label
Got a link for that? I cannot be bothered to crack open my old Admiralty and Maritime law casebook but I don't recall that rule in international (more than 12 nm) waters.	0
"n.b. These heinous murders were just ""attacks"" not ""murders by suspected Islamic terrorists."" Imagine what the reporting would have been if far-right extremists had committed these atrocities: ""REPUBLICANS MURDER MORE INNOCENT, DEFENSELESS CITIZENS, TRUMP PERSONALLY PLANNED KILLING ORGY!"""	1
By this time next year it will all be irrelevant and just as stupid when the new phrase, government-approved, becomes: Hail Caesar Trump! New God Over All! Death To All Who Refuse!	1
Majority of the blame can go to the second biggedt thief in the State, Ron Duncan owner of gci. The first biggest being Walker.	1
Why do Democrats always quote DNC propaganda rags to make their point? You know as well as I that the Republicans weren't invited to participate during Dear Leader's first 2 years. It was a Democrat disaster in all ways.	0
Poor analogy. There is ample proof Vince Li murdered, beheaded, and cannabalized Tim McLean. The abovementioned case is a he said, she said case without supporting evidence. The MP's remarks reflect a popular dissatisfaction within society regarding NCR designations.	0
Another person throwing around vague generalities as the solution. One big project? Like what? Increased revenue? Tell us...an income tax, sales tax...what? Tara Jollie...you can stick your head in the sand and pretend we don't have a fiscal crisis...you can pretend that its all so simple...but if is was so simple the legislature would have already done it. Vague generalities run rampant in Alaska...just look at the republican senate majority and their cut government screed. We need less of that, not more.	0
The face value of a single Leafs vs Montreal, Platinum seat at the ACC, with access to the Platinum Lounge, is $432.00. Maybe Wynne Power should start with the outrageous face values of some tickets!	0
What's different is that the 2008 ballot measure was for a charter amendment when no language pertaining to taxicabs had existed in the charter before. Plus, the alternatives others have been harping about didn't exist in 2008. Plus, the Assembly is very good at manipulating the process when initiatives are proposed by actual citizens and not political groups. That initiative was proposed in 2002, if I remember correctly, and stalled by the system to the point where few cared once 2008 rolled around. My problem was the manner in which taxicabs were dispatched had long been antiquated, favoring neither the driver (in terms of paid miles) or the customer (in terms of serving certain locations). I once called a cab from Muldoon Fred Meyer when I missed the bus, to go down DeBarr to Costco. Come to find out that the driver blew me off when a call came in to unlock someone's vehicle...in South Mountain View. This idiot could have taken care of both customers and not left me hanging.	1
And silly me thought they won because of their opponents....nice to know it was thanks to buffoon Joe!	1
maybe johnson should be spayed so he doesn't reproduce	0
CBC journalists will govern us. They elected Trudeau with the help of the ignorant teens that were given the right to screw this country, by voting on a celebrity whose talent is to rub snake oil on willing Canadians.	1
How are the actions of this young man in this case any worse than the over-reaction, intimidation and persecution of this young man for making a political statement by Traini. Traini is a thin skinned assh8le for pursuing this. Jury Nullification = NOT GUILTY. Traini, you are in politics, which is 'war by any other means' and if you can't take it get the h3ll out of town.	1
It's a well known fact that Canadians know more about America and Americans than vice versa. If you get a chance, randomly ask some Americans simple, not difficult, questions about Canada and see what they come up with. On a different but somewhat similar note, do you know that only about 30% of Americans have a passport? Says a lot, no?	0
They are crooks....nothing more.	1
Our Holy Father has praised the US Bishops for their courage in bearing up under the hardships of the scandal, so surely they cannot be culpable, or else one might suspect Vicar of Christ of being disingenuous. And how can the leaders of the infallible church established by Christ himself when he gave unto Peter the keys to the kingdom, along with a complimentary mitre, have done these things? To believe that would be to raise the possibility that they are not actually chosen by God to lead the one and only True Church, and call into question whether anyone should follow their lead, or give their moral teachings any credence.	0
Another silly post Gerald!	1
my god you lunatic haters will go to any length to spew your bs..	1
Canadian politics and lightweight selfie stick little potatoes....TRUMPED again! Even Uncle Tom wiped his boots all over Harper and his current fawning shiny pony of a 'bro' on economic and pipeline matters! Pathetic leadership in this country.Truly a lost decade!	1
What's true madness is armchair peaceniks like yourself, who are happy to allow truly evil people to not only destroy the lives of their miserable citizens, but to export their diabolical intentions as well. You are the air-headed Neville Chamberlains of the world; you look around at your local peaceful surroundings, oblivious to the coming storm, and hope it never comes. Worse yet, you curse the ones who jump into the fray to defend your unearned comfortable life. Please, just shut up, stay out of the way and let the good and brave ones do the heavy lifting.	1
Hillary Rotten Clinton is pure evil.	1
One thing not discussed is the general question of liability when intoxicated. There was a time when actions when intoxicated were treated as lessening culpability, but no longer. There was also a time when intoxication put the victim beyond recourse. Is there now an imbalance?	0
Bubba, meet William. You can call him baby cakes or sugar plum.	0
I've read several accounts now of students being involved. I've also heard of staff members being involved. I tend to believe those statements. There were a large number of protesters on a college campus. It would be ignorant to think some if not the majority were not students. Here is an article from someone who was involved in the riot first hand and witnessed students joining in, not all dressed in black garb. These people should be punished to the full extent of the law. You cannot condemn hate and violence with hate and violence. https://itsgoingdown.org/beating-milo-how-berkeley-defeated-alt-rights-biggest-troll/	1
The empty head in the empty suit knows how to win friends and influence people. Too bad he continues spewing excrement.	1
Make State employees pay medical premiums that are in line with the private sector. Reduce future state pensions to be in alignment with the private sector. Freeze State Hiring.	0
"I believe in my heart that many enter service due to economic constraints the rich have caused that leaves them no other option. Others mask benefit with patriotism.That's just SICK. I know folks die in war, and I'm sorry for your losses. However, and more importantly-I think it idiotic that still today we solve problems by lining up all our men, and now women, against theirs-whomever theirs is and set about killing each other. I think military service has way more to do with the rush of testosterone and dominance then figuring out reasonable resolution. You make the choices you do about the job you take. I believe all military benefits should end at end of service. There's way, way, too much focus on military in this country-no where near enough focus on resolving difficulties outside of a ""our side wins"" mentality. It has taken over congress as well-no more consensus building. We have a dept of defense, how about one of peace? I appreciate the right to my opinion, and respect yours."	1
"""... compared with the long commute to Google Inc.’s downtown Toronto offices."" This seems like an odd complaint for someone who could easily afford to live downtown."	0
Possible but highly unlikely. It's true that the swastika has been around for a long time -- even Rudyard Kipling had it on the flyleaf of his first editions; this was before the mustachioed dictator, of course. But most of the miscreants that adorn themselves in Nazi themed regalia do it solely for shock value. Almost to a man, they have little to no knowledge of history or culture. It's why the 1%ers (outlaw bikers) are fond of it, and why Sid Vicious of the Sex Pistols was often seen in a swastika T-shirt. These people are not Nazis. They are morons. And Mr Eddy was quite wrong in his advice. The best way to treat an offensive moron is with silence. The kind of person who would get a swastika tattoo or wear the SS death's head insignia would take great pleasure in your displeasure. Don't give him the satisfaction.	1
Maybe we could send them to camp. You know, in the high arctic>	0
This is attempted murdee!!!! What is wrong with Alaska law!!!	0
Universal health care is now being provided in Japan and most European countries.	0
"I went to Manderine Restaurant and the hostess pronounced my name "" Wabbought"" for Robert. Can I sue?"	0
One would hopefully think, that even an ex-president in his early 80s would know better, and keep his hands to himself. https://www.vanityfair.com/style/2017/10/four-women-now-allege-george-hw-bush-sexually-harassed-them One can only hope this country wakes up and finally elects a female into the oval office, who is a shining example of common human decency.	0
Sorry Puerto Rico, but tRUMP isn't President of the American people, he represents only his base of deplorables who don't care about anything except themselves.	1
couldn't man up after humiliating yourself. pathetic Paul Scott, absolutely pathetic. furthermore you are a shameless bald face liar. I have not been kicked off this board twice. I did have one account ban not for violating CC rules, but because CC didn't like the way I voted. But I understand your need to deflect from the fact you humiliated yourself. Furthermore, I have spent over 2 decades working with at risk youth, my time, my dime, my program. wtf have you done, Junior?	1
Uh!!! Scheer is the clear winner nobody's ready for a Unabomber and I for one trust Scheer over JT or Singh for getting Canada back on track vote for JT Canada will be in such debt that it will take 80years to get out of. Vote for an NDP and watch the job losses.	0
Silly. Catholics who voted for Trump voted for America, skin color irrelevant.	1
Trump wants to act like an autocratic despot in a Banana Republic. But he picks the wrong country! I believe that the checks and bounds system of our democracy can restraint and will withstand the damages he has afflicted and will do in this country.	1
alaska61flyer - http://www.newyorker.com/humor/borowitz-report/poll-americans-favor-keeping-air-force-one-and-cancelling-trump	0
"I'm sorry, but Lisa is being a fool with this vote. The downside to this vote is much greater than any upside, especially considering she was just re-elected and will be for the rest of her life. After the HUGE show of support Trump has given her, including sitting her next to him at lunches, having Zinke make an extended 6 day trip to Alaska, etc, THIS is how she repays him??? An ungrateful wench is what I now call her. This legislation is the biggest effort in this Administration, and sometimes you just have to ""take one for the team"". She needs to start with firing ALL of her staff, who are a bunch of twenty-something Dems, get her office straightened out and get with the program."	1
You have misread me; without doubt because I was trying to be funny, or perhaps better, decidedly non-serious, and failed. My suggestion was merely that the failure of your link was as significant an omen of disapproval of your opinion, as the double rainbow was of divine approbation of Trump...namely zero. Please tell me you were not serious about the double rainbow expressing divine approval of President Trump? If not, then may I take it that the appearance of a beautiful, vivid double rainbow over my house about six weeks ago (I kid you not!) exposed Yahweh's approbation of my world view?	0
Two power hungry buffoons with grandiose opinions of themselves; it will be interesting to see who fires who first!	1
"""If a personal has internalized the values of ""civility"", it doesn't seem like you're wearing shackles"". Yes, and the clear revelation that your party of Democrats are without question anti-American, corrupt, divisive, deceitful, criminals demands that no American should in anyway be shackled from speaking the truth of just how evil the Democrat party truly is."	0
The daily dose of excrement continues to flow from the mouth of the malignant narcissist and patholgical liar, while he pats the head of one of his chief sycophants.	1
Here we go again... Another Liberal Adscam ▀▀▀▀▀▀▀▀▀▀▀▀▀▀ Watch hundreds of millions go to crooked Liberal cronies.	0
"jiHymas1, it sounds like you know way more about Huntington's Disease than I do. I wasn't talking about it specifically. I understand that genetic testing can be used with respect to many conditions. Here's what the US National Library of Medicine says about its benefits: ""Genetic testing has potential benefits whether the results are positive or negative for a gene mutation. Test results can provide a sense of relief from uncertainty and help people make informed decisions about managing their health care. ""For example, a negative result can eliminate the need for unnecessary checkups and screening tests in some cases. ""A positive result can direct a person toward available prevention, monitoring, and treatment options...."""	0
Boycott this city, they harbor illegals and that's not good.	1
Don't like a taste of your own medicine, do ya? You big party supporters ALWAYS attack the opposition when it's in office. The only difference is you think it's justified and when the other side does it, it isn't. Dems=Repubs. Same crap, different diaper.	1
More stupidity from the stupidity generator PM. He's simply giving Trump more reasons to cancel the agreement. It's about jobs, Trudeau!	1
You are right. That is exactly how you get a deal on Russian LAVs. You Russian trolls are a cancer and you are not fooling anyone.	1
Wow! What a goof-up. It certainly points out the responsibility of the General Assembly's support staff in helping draft the language for their bills. I'm sorry that Mr Sonnenberg is put out, but coming back into session when the Governor decides it is needed became part of his responsibility when he ran for office and the voters in his district elected him.	1
Republicans are sheep.	1
MacKay was never a soldier. A soldier boasting about his battles is a common and tolerated thing. Sajjan risked his life many times for you. There are too many low white racists in Canada. This is a brave soldier who gave a somewhat exaggerated account of his role in one battle. Big deal. Ordinarily, it would be shrugged off with a wink and an amused grin. But the man is brown and so all the white skunks have leapt on him.	1
Or more burglars being killed.	1
It's something to look at that isn't explicit. You know - WTF is THAT!	1
It's posted at the very bottom of the article	0
Have you no knowledge of wars throughout human history and who always goes and does the fighting and dying?	0
You people are dumb and get all your prison politics fron tv. Shocker that you are wrong too. Sure he could be raped but most likely his own kind( Asians) will take him in but he will have to earn his stripes.he will be a soldier for protection basically. I seen it happen way to much in the past. A kid starts with a 4 year sentence and then stab someone and they are doing 20.	1
Outrageous that the head of the DLNR says we need a study of this. Do we sell our forests on state land to private interests? This is a state asset that belongs to us all. Geta backbone Gov. Ige.	0
I'm glad the RG published this idiot's ugly picture. As heinous of a crime he committed, he needs to be publically punished. He needs a real spanking before shipping him off, to prison. What an animal!	1
Who is racist? The local who don't want a Muslim only cemetery in their backyard or the Muslim's who don't want to be buried by anyone other than a Muslim? There aren't any just Jewish or just Catholic or any other just(insert religion) cemeteries being built in backwoods Quebec either are there?	1
"For as long as Quebec is a recipient of federal equalization payments, its budget cannot properly be described as ""balanced"". That said, at least the Province seems to be headed in the right direction."	0
"Democrat mantra: “If you’re not pro gay…stay the hell away."""	1
The U.S. and any other country has the right to deny access to you ! Why is it that we always have to hear about all the people punishing Muslim's because of their faith ! This reminds me of the 3 Phases Of Muslim Immigration ! 1 - Play The Victim 2 - Claim Islamophobia 3 - Demand More Tolerance From Others .	1
When does a celebrity divorce trump news about a recent terrorist attack in our country? This is not news and certainly should not be the first headline you see when you go to ADN's website.	0
"Clinton AND Trump are both disgusting and lead to a divisive direction for this country/world... more corporations, more corruption, more murder and military expansion. Listen to me, I WAS ONE OF YOUR ALASKA STATE DELEGATES, this ""election"" is a fraud, it is being hijacked by a candidate that is the Manchuriam candidate and the Red herring that suppose to be so revolting you will hold your nose and vote for a known liar, a known cheat, a known murderer. What is happening in this country is nothing less than what happened in Brazil and now going on in Venezuela.. it IS a COUP. This, mark my words as I saw it from inside, will be the LAST Election. Please learn about not voter fraud, but ELECTION FRAUD at Gregpalast.com. Please look at Election Justice USA on FB. Please listen to Sane Progressive on FB, or ask Steve Floyd just fired as radio show host in Fairbanks for asking questions. We are in a takeover of the police state. Time to rise is about past, grab your pitchforks...."	1
"Acosta was rude, talked over the speaker, gave speeches and yet he was somehow the representative of modern journalism? He should be fired and replaced with a REAL journalist. Acosta is an a--hole who is a new symbol of why the public opinion of the news media is now down to its lowest points ever.He came off so badly that the defenders of him are saying he as ""baited"" or ""walked into a trap"" when in fact he is an idiot, rude a--hole who should demand his money back from whatever school of journalism he attended because he sure never learned anything."	1
Right on	0
Slowing down is a great idea except every time one slows down then they have a clown trying to drive up their exhaust pipe.	1
Let's not forget Bo Didley. Clip below 1955 Ed Sullivan Show https://www.youtube.com/watch?v=mlcU_CpqNu4	0
he's always been well reasoned	0
Funny isn't it. The more rational Liberals are showing their real fears. What kind of monster are they about to create? Medical experts have warned them yet they obsessively drive head on at high speed into a massive destructive wall thanks to the will of their stupid leader. Everyone knows there's far more reasons to discourage Canada's use of pot than there are to encourage an even greater use of the drug - except for him. So go ahead, try and create a real tough law to feel better about yourselves. Will you stop pot and alcohol from being used together? Absolutely not. Your own leader openly admitted doing so illegally with friends after dinner when he was an MP. We also know that lots of people will drive on both drugs as a two-drug cocktail lowers judgement even more. With kids and pot, guess what? Your new law will put so much pot out there it'll be far easier for all kinds of young children to have their brains permanently modified by the drug by the time one's 20 yrs. old.	1
Well, there is an up side and a down side to this. With more Fentanyl on the streets and in the heroin the druggies are willfully injecting into their veins, the chances of overdose go up, the chances of permanent and unfixable damage go up, the chances of death go up. That's the *down side, to those who still care about them. On the up side, less druggies mean safer streets, less theft, less shoplifting, less burglaries, less drain on the 'incredibly scarce resources we have' (as the politicians always trumpet from their Golden Thrones), less amounts of all kinds of abuse, including to the children of the aforementioned junkies. Having lost thousands of dollars, countless hours of time, several homes, a vehicle, and personal possessions to strung-out junkies that were once family, the sympathy tank is pretty much dry. The sad part is that the Dealers aren't shooting the same poison into their veins, which would be Justice, indeed.	0
This idiot has done nothing for the average Canadian family, except find ways to cost them more of what little they have left.	1
Actually dropping them is probably just as stupid, unless you want to see this country overrun with bottom feeders.	1
You are a traitor like all the other Trumpers . Your fecal matter movement is coming to an end very very soon	1
If this is some kind of excuse for what this sadistic woman did to her daughter, the horrific systematical torture that ended her young life, it falls short. McAnulty was not abused to the point of death, nor were her siblings. There is no comparison. I've been a staunch advocate against the death penalty for many decades. I've stood up in protest for child killers, rapists who've killed, and people who've murdered multiple individuals, all who were sentenced to death, but I wouldn't protest the execution of this woman. God forgive me, but it's how I feel. To take a life in an instant entails very little time for one's humanity to be struck with mercy. To torture and relentlessly inflict unspeakable pain over years is different. Her only motive was to inflict unbearable suffering and a slow merciless death on her own child. I feel McAnulty is completely void of humanity, she's an empty vessel of evil, beyond redemption. I wouldn't fight to save that.	1
I drive a 16 year old car becouse both my kids are privately educated. He status quo have sucked all the funding to the school system into their back pockets and handcuffed the tax payers. Change must come !!!! One only need to look at the Liberal party and see how many of their children are privetly schooled. Do you think Freeland from Rosdale is utilizing our great school system, I think not. Wake up people, we can make change you just need a government who represents you rather than public unions.	0
McArdle's position is well-argued. But the most it leaves us with is the choice between rope and rack. That a Trump victory is constitutionally legitimate doesn't mean it won't be ruinous. It will; ruinous not only to our global and domestic economic interests, not only to both the local and global environments, but to our political culture, which has heretofore required that a president have experience in public service and that s/he take certain steps to prove that s/he has no conflict between personal interests and public duty. Not only are these things not true of Trump, but he has demonstrated over and over that he is impulsive, inconsistent, and cares little about the truth. He believes he already understands all issues without need for study, informed advice, or--and this is especially important--having his preconceptions challenged. He is surrounding himself with equally inexperienced sycophants with their own agendas, principally to abolish what others have built.	0
So. Finally, a Clinton admits to inhaling...	0
Yeah tell me again parents are not the reason behind the LACK of discipline here. A 15 year old took a shotgun, to an elementary school. First, the child obviously has mental issues, and a HORRIBLE set of parents at home who are blind to the obvious. PUNISH him hard...	1
"It's kind of disturbing how little thought some people put into their comments. You really think it's ""simple"" if you have HPD responsible for airport security? You do realize HPD has limited manpower don't you? The only thing ""simple"" is your mind."	1
2 days earlier they were out smashing windows and starting fires	1
because lord knows, William F Buckley, the father of conservatism, and dedicated stoner who advocated legalization was a lazy apathetic unproductive loser, right?	1
As China's economy develops and a large middle class emerges, you wonder if such measures will eventually lead to a social explosion. It may be difficult to reconcile increasing economic freedom with social repression.	0
"I don't have the tools to make the comparason. But at that size and weight they would have to poo with every bite just to make room. I am not saying it absolutely is not true, just that I have a health skepticism. OH CRAP! Does that make me a ""Sea-Otter eating denier""?"	1
So, you focus on a few tiny landlocked nations but ignore the lions share of them? Of course you do. What of Kazakhstan, Mongolia, Chad, Niger, Mali, Ethiopia, Bolivia, Zambia, Afghanistan, Armenia, Belarus, Kosovo, Laos, Nepal ,Paraguay? Just bumping. Yes, Alberta could still trade with the US, but that's it. It would have to take its share of national debt, would lose all federal jobs and military support, and many Canadian branch offices would close. BC would still be connect wtih Canada via Yukon, Northwest Territories by the way and Saskatchewan and Manitoba wont be joining you. They operate in REALITY. Once Alberta's oil ceases to have much value in 20-30 years, Alberta will beg to come back if they were silly enough to ever leave. Alberta as a nation is just funny. Only ones who fail to see it are...Albertan nationalists.	0
OMG! In the end, there will be THREE things left! Cockroaches, Lice, and Hillary Clinton! Does anyone else wish she would just fade away? Please? News flash, Hillary: There were 3,768,565 reasons why you LOST the election (as spelled out so clearly in your book), but ONE COMMON DENOMINATOR! Yes... that would be you.	1
"not sure why liberals would believe a liberal poll that paints conservatives the way they conveniently want? (rhetorical question, the answer is obviouis.) what we do know is that over half the ""republicans"" did not come out and support a preemptive strike. we don't know how the question was framed, either.but it's much more sensational to portray it the other way...a liberal convenience. - just like nbc still coming out and saying tillerson ""won't deny he called trump a 'moron'"", even though the original nbc story is unsubstantiated citing their infamous ""unnamed sources"". (kind of like: ""when did you stop beating your wife"") those ""unnamed sources"" could very well have been nbc employees, for all we know. certianly, the reporting has changed on this topic from nbc and affiliates...without any rhyme or reason. but, their liberal base just eats it up as they clearly like being manipulated by these little tricks."	1
...occupying an alternate reality, chills down the spine.	0
Despite horror stories like this, most of the Trump's supporters aren't the least bit bothered by his open admiration of Vladimir Putin, and some even cheer him on. On the bright side, there at most only 47 more months of the Trump's own Little Shop of Horrors to go! Stephen J. Remington	0
"There is an ""International Organization FOR Migration""??? Good grief, how corrupt and perverse! How about an international effort to stop immigration crimes instead?"	1
"""The conclusion relies on a recently developed computer model that shows it is essentially impossible that the glacier could have receded so much, so quickly without the influence of fossil-fuel emissions causing Earth’s atmosphere to warm."" And there it is ......... It's man made because my model says so.... For a less dramatic version of the story , check out the local one see: .yukon-news.com/business/the-curious-case-of-the-vanishing-river/ 06/22/16 ""But as to whether this shift is yet another example of manmade climate change, Kennedy was ambivalent. The Kaskawulsh glacier has been retreating since the end of the Little Ice Age, after all. “Would this particular event have happened without anthropogenic climate change? Probably,” she said. “It’s neat to see. It’s really just an interesting natural phenomenon that’s happening right before our eyes, and not very many people get to see something like this.” Less drama ,but more honesty."	0
No need to block your post. Better to let you embarrass yourself.	1
That was my first thought also. Reading some the responses and accusations also gives me a chuckle. These whinny Snowflakes are pathetic!	1
"You mean like the non existent genome that makes a person chose homosexuality then claiming they were born that way? Let science prove it other than the ""safe zone"" fools who have been brainwashed by their drug rendered personal gratification fools for parents who now demand that any opposing view is discrimination. That born different scenario?"	1
First, NASA says climate change is very real indeed. If you respect NASA, change your position. Second, your link is to what is commonly known as an internet 'echo chamber' - the usual group of (Republican) climate change deniers telling each other they know more than the world's top scientists. Comparable to the tobacco industry hollering there's no link between smoking and cancer. All you can offer to justify climate change denial is a website featuring luminaries like Sean Hannity, Rush Limbaugh, and Ann Coulter. This is the crew you prefer to the best scientific minds and academies around the world???? If this is all you have to offer, I rest my case.	0
Ridiculous comment. Ganot is coaching with one hand tied behind his back due to the sanctions caused by Coach Fib. Recruiting to a mid-major with a post-season ban limits the talent you can get. Getting scholarships back and with the post-season ban gone, the constraints are finally being lifted.	1
Please look at my stand alone comment, where I explain the ancient historical context of the so-called name of Palestine. All I ask from people like you is 2 things: research Hadrian’s Curse and stop all this Zionist theft garbage!	1
It was definitely one twisted individual who would engage in such a large and pointless act of vandalism.	1
To the John Cooks out there, please visit some all weather surface tracks out in the world. The days of muddy cinder tracks are gone. There is a community meeting on March 30 at the school to discuss the bond. I encourage you to attend.	0
The only thing pathetic about marijuana is that it was ever made illegal in the first place.	1
I understand that a high percentage of Ontario students score poorly in the Province's own standardized math tests. It might be more beneficial (and more closely match the mandate for a school) if more effort was put into core learning competencies (fancy lingo for RRR) and less into psychological manipulation of elementary students.	0
Yep, it's Stalker The Troll continuing his whiny little hissy fit by stealing the real J Frank Parnell's name and using it to display his astonishing stupidity. Very like his pervert hero, Trump.	1
"these are not RN's who do that, HCA""s or LPN""s trained...different world there, here nurses in general are pretty snobby...in NL or Sweden they are pretty down to earth..."	0
Yup. That crap has got to stop... In addition, if your sport isn't making money for the university, it has to go. We should not be subsidizing sports at the expense of academic programs.	1
You read it wrong-- THE VICTIM WHO WAS KILLED was an antifa and most likely a Democrat. The driver of the car was a white supremacist and Nazi-- from his website and from pictures of him at the rally wearing the uniform of one of those groups. He is under investigation by the Justice Department to see if he violated Federal Civil Rights Laws in addition to State laws.	1
The downright moron will be out of the WH on Nov 20	1
It just gets worse and worse. The American bully population has voted an international bully into power. Trump is a nightmare on any level, but without the feckless Americans who stupidly, selfishly, thoughtlessly voted for him, the damage he can do would be limited. That America has created a monster who will soon be free to wreak havoc not just at home, but all over the world is a national shame.	1
and you keep on making the same ignorant stupid thought of her, while in reality it is hate and provoking the left has been doing over and over	1
"Henry the 8TH (kind of looks like him too). In the days of yore, King Drumpf would most likely meet his end in a whole other way. He says he doesn't drink. but I believe that's a lie too. ""Drunk Uncle"" makes more sense than tRumplethinskin."	1
I would encourage you to look at ADEC's Live Work Play initiative report, what our city's business leaders say, and support, about the need for new housing opportunities of all kinds, including housing in downtown areas to support business and the economic development of our city. Without it we can't attract new businesses that help our economy grow.	0
So now we will have 2 different supply chains for parts and 2 maintenance support programs for 2 different aircraft serving 1 fighter jet purpose. Essentially doubling the cost to keep Canada with air strike capability. Not to mention a sole-sourced contract with a hidden price tag AND tens of millions of our taxpayer dollars Justin is still investing to stay in the F35 program. A program he campaigned on abandoning once elected. All this signals gross incompetence. It's almost like we have a part-time drama teacher trying to run a country.	0
At last he is standing up to Jacob Zuma. He should continue to press for the Judicial enquiry on state capture. He should also state that people are not anti ANC but rather anti Zuma and those riding on his coat tails	0
"I normally don't agree with Espero, but he might be right. Oakland has been a thorn in State Airport operations . Ford doesn't like the idea of a real police department at the airport. Too many lucrative contracts to be handed out to contractors, Securitas being one of them. There was a reason Ige put him back there, while the Mayor was taking care of him until the right moment to put him back. Rail will run right through airport. Notice the State's top law enforcement officer is staying clear of this controversy. Chin wants to run for office, needs both HGEA support AND Ford. Ford can take care of Chin's friends with contracts at the airport. Like the Mexican Mafia saying"".....control what goes on in prison, you control what goes on outside. "" Airport is like a prison and rewards are contracts awarded outside of state rules on proper bidding process."	0
The White House is under a magnifying glass right now. Hiding this - or any other report - would be exceedingly stupid. So you can expect them to do it any day now.	1
Morneau's comments come from someone who never ran a small business but only inherited money. He wants to Force businesses to spend all their retained earnings or money in their balance sheets ie bank accounts. One bad economic storm and without a financial cushion, they are broke. It's absolutely idiotic. At the same time, they give a pass to technological giants like facebook and google, and to inheritors. Trudeau and Morneau are Trust Fund socialists who are protecting their own money while targeting the hard working Canadian entrepreneurs. Its astonishing. Also, FYI, money will move off shore. No question, a 73% corporate tax rate will only accomplish that. Finally, its his arrogant insult of his opponents is an ugly personal attack.	0
Another bureaucrat trying to act intelligently. If she and everyone else wasting money, our tax money on this Russian investigation of President Trump would spend half that money on investigating the DNC and Hillary's connections to the Russians we would be well served. John Podesta was paid millions, by the Russians. Hillary Clinton, paid millions by the Russians for selling OUR uranium to them while she was Secretary of State. Now there are just two REAL CONNECTIONS. Or how about Obama putting millions on a USAF plane to be delivered to Iran at the 12th. hour? Or his and George Soros funding money to the BLM and AiFra groups who riot and burn? I will never, till the day die ever vote for another Godless, perverted, anti-Christian, anti-Israel, anti-America Democrat.	1
How are the two things comparable. I will ask again: in the military, do they fight with their genitals or with assault rifles and guns?	1
Don't care as long as the income redistribution plan known as Obamacare gets the shaft.	0
"Do a search for ""general welfare"" in the text of the US Constitution. It's in there, and it's a thing Congress is specifically tasked to be responsible for - that is, they may craft law(s) to provide it. It is a thing Congress is allowed to legislate, unlike freedom of speech or assembly."	0
"McMaster: ""At no time, were intelligence sources or methods discussed. And the president did not disclose any military operations that were not already publicly known."" The Washington Post did not report that Trump discussed “sources or methods.” The Washington Post actually said: ""Trump disclosed information to Russia’s foreign minister and ambassador about the Islamic State, jeopardizing a critical source of intelligence on ISIS."" Trump revealed “code-word information” and “revealed more information to the Russian ambassador than we have shared with our allies,” said the Post. McMaster is a master weasel and doesn'tdeny the mosdt damaging part."	0
they dropped 8 in the box and dared him to beat them...which he THEN PROCEEDED TO DO...if you saw the cinci game	0
After Flynn refuses subpoenas, Senate Intelligence Committee now subpoenaing his businesses	0
What makes the poor and elderly special? Heck, they consume resources way out of line with their contribution to society. SALES TAX NOT INCOME TAX.	1
"I really enjoyed the way this article was written presenting that there are in fact ""institutional"" elites that do enjoy a great deal of power and control over the affairs of the state and that they are wielding that power but in the end it is Trump, and I suspect many of his own staff, that are responsible for the failures of the current administration to pursue their policies. Don't get me wrong I am truly no liberal democrat and am wary of how much control the ""institutional"" elites have over the government but time and time again I see this administration teeter and topple without direction. Trump challenged the very institutions and cornerstones of what made America great like some schoolyard bully, rather than argue with logic, facts and figures: feuding with the press, military, judges, and intelligence community; name calling allies, and the pope and behaving like a jackass. Are we at all surprised when the school yard nerds gathered together and began to take down this bully?"	1
Positioning Ivanka Trump as the great hope of the White House merely highlights the pathetic state of the Executive Branch under The Donald.	1
Remember 22% rate... I do, but one think I learned, if you do not want to be a victim of rates you need to be able to move in and out of loans quite quickly. Low rates are good for banks, High rates are good for banks, rising rates are good for insurance companies... my self I buy banks when they are down sell when up, they will always make money. If you do not like banks they are just greed house, buy Telecoms, hell will freeze over before people shed their cell phones.	0
The article misses the actual point of WHAT and WHY. In Colorado a cake decorator or artist can refuse to create any design or image they do not agree with, provided they have not made that design before. In this case the couple asked for a undecorated- cake and were refused. Colorado sided with the couple because a plain cake is part of a standard commercial transaction and not an artistic expression similar to creating an image. The bakers, photographers & florists are arguing that they are in fact artists creating a unique expression & the act of baking a cake (flower arrangements etc..) is in fact artistic expression and is protected vs. The current standard that identifies these activities as standard commercial transactions. It's a interesting argument	0
"What garbage. The guy did a job for pay, how is that ""off the backs of the rest of us"". I am sure you turn your PFD back in, you certainly couldn't cash it because it takes money from the rest of us"	1
Conservatives/Resmuglicans have the libs/dems beat by miles when it comes to sexual indiscretions and just plain bad behavior: Divircung wives on their death beds, campaigning on a homophobic platforms, then getting caught (over and over) having sex with men; pedophiles, nasty affairs, giving away classified secrets to your lover, priests sexually abusing children for decades, aided and abetted by the church; Pence covering for Trump's depravities; Bill O'Liely and Roger Ailes well-known sexual harassment and abuse (masturbating while in the phone); and on and in. I've been around a long time too. Oh, and the statements about Kid Rock, the disgusting Ted Nugent and Alaska's shame, Sleazy Palin are well taken. In addition to being the biggest cheaters, liars and crooks, conservatives are, by far, the biggest hypocrites on the planet. Always have been; always will be.	1
Ed Hu/RD/LofL/etc. defined it himself. Said that Opus Dei paid him to be a troll.	1
